,Age,Hours_per_week,Workclass_cat_new,Education_cat_new,Marital_Status_cat_new,Occupation_cat,Race_cat,Sex_cat,Income
609,44,40,2,6,2,11,4,0,<=50K
610,20,20,2,1,1,7,4,0,<=50K
611,23,24,2,1,1,7,4,0,<=50K
612,55,40,2,1,0,0,1,0,<=50K
613,26,45,2,7,2,0,4,1,<=50K
614,25,15,2,7,1,7,4,0,<=50K
615,35,40,2,1,2,2,4,1,<=50K
616,36,36,2,1,1,11,2,0,<=50K
617,43,50,1,1,2,9,4,1,<=50K
618,56,20,2,6,3,7,2,0,<=50K
619,42,40,2,1,2,12,4,1,>50K
620,19,25,2,1,1,7,4,0,<=50K
621,55,72,0,6,2,13,4,1,<=50K
622,42,50,2,3,1,3,4,0,>50K
623,26,40,2,7,1,12,4,1,<=50K
624,17,20,2,4,1,5,4,1,<=50K
625,42,40,1,1,2,9,4,0,>50K
626,55,40,2,6,2,13,4,1,>50K
627,32,40,2,1,1,0,2,0,<=50K
628,46,37,1,1,2,9,4,1,<=50K
629,29,40,1,1,2,3,4,1,>50K
630,22,20,2,1,1,9,4,1,<=50K
631,58,40,0,4,2,2,4,1,<=50K
632,23,50,2,6,1,13,4,1,<=50K
633,39,40,2,6,1,5,4,1,<=50K
634,27,38,2,7,1,2,4,1,<=50K
635,54,40,2,6,2,13,4,1,>50K
636,33,45,1,1,1,9,4,0,<=50K
637,46,40,1,6,2,0,4,0,>50K
638,37,40,2,6,1,4,2,1,<=50K
639,36,18,2,6,1,7,4,0,<=50K
640,59,38,1,6,2,0,4,0,>50K
641,53,70,0,2,2,3,4,1,>50K
642,51,55,2,1,1,11,4,1,>50K
643,32,42,2,4,4,7,4,0,<=50K
644,31,40,1,1,4,7,4,1,<=50K
645,47,50,0,1,0,11,4,0,<=50K
646,32,40,2,6,1,6,4,1,<=50K
647,26,38,2,1,1,4,4,0,<=50K
648,31,55,2,6,0,2,4,1,<=50K
649,37,24,2,7,2,12,4,0,>50K
650,55,38,2,6,1,11,4,1,<=50K
651,23,56,1,7,0,12,4,1,<=50K
652,36,40,2,1,0,0,4,0,<=50K
653,43,50,2,1,2,11,4,1,>50K
654,54,40,2,1,1,12,4,1,<=50K
655,28,42,2,7,1,6,4,0,<=50K
656,40,50,2,7,2,3,4,1,>50K
657,41,60,0,1,2,3,4,1,<=50K
658,40,55,2,1,1,11,3,0,>50K
659,42,38,2,1,0,0,2,0,<=50K
660,61,50,0,6,2,4,4,1,<=50K
661,18,30,2,4,1,6,4,1,<=50K
662,48,50,2,7,2,12,4,1,>50K
663,41,40,0,1,2,12,4,1,<=50K
664,23,40,2,6,1,11,4,0,<=50K
665,60,60,2,6,2,13,4,1,>50K
666,22,20,2,1,1,7,2,1,<=50K
667,61,40,2,6,2,6,4,1,<=50K
668,25,40,2,6,1,6,2,1,<=50K
669,46,35,2,3,1,12,4,1,>50K
670,43,40,2,7,0,2,4,1,<=50K
671,24,30,2,6,1,7,2,1,<=50K
672,68,20,0,4,1,4,4,1,<=50K
673,31,38,2,6,0,0,4,0,<=50K
674,17,20,2,4,1,11,4,0,<=50K
675,32,48,2,6,2,2,4,1,>50K
676,33,47,2,1,2,9,4,1,>50K
677,64,40,2,1,2,9,4,1,>50K
678,20,30,2,6,1,13,4,1,<=50K
679,30,36,2,6,4,7,4,0,<=50K
680,43,45,2,1,0,3,4,1,<=50K
681,22,40,2,1,1,0,4,1,<=50K
682,17,20,2,4,1,4,4,1,<=50K
683,41,60,2,7,1,9,4,0,<=50K
684,56,50,2,1,2,2,4,1,>50K
685,64,45,2,6,2,13,4,1,<=50K
686,47,50,2,6,2,13,4,1,>50K
687,48,40,2,7,1,0,4,1,<=50K
688,31,46,2,3,1,9,4,0,<=50K
689,29,40,2,7,1,12,4,1,<=50K
690,30,40,2,6,3,0,4,0,<=50K
691,32,60,2,6,2,3,4,1,<=50K
692,57,42,2,6,3,13,4,1,>50K
693,62,40,2,6,3,7,4,0,<=50K
694,39,24,2,6,4,6,4,0,<=50K
695,43,25,2,1,1,0,4,1,<=50K
696,24,40,0,1,1,11,4,1,<=50K
697,53,40,2,1,2,0,4,0,>50K
698,26,40,2,1,1,5,4,1,<=50K
699,73,40,0,6,2,3,4,1,<=50K
700,55,40,2,6,2,6,4,1,<=50K
701,25,40,2,6,0,0,4,1,<=50K
702,41,50,2,1,0,9,4,0,>50K
703,24,50,2,1,1,3,4,1,<=50K
704,63,6,2,6,3,4,4,1,<=50K
705,17,20,2,4,1,11,4,1,<=50K
706,35,50,2,1,2,2,4,1,<=50K
707,51,40,2,1,2,9,4,1,>50K
708,62,48,1,1,3,9,4,0,<=50K
709,55,40,2,6,2,2,4,1,>50K
710,43,40,2,1,0,9,4,1,<=50K
711,40,50,1,6,0,7,4,0,<=50K
712,37,45,2,1,2,3,4,1,>50K
713,39,40,2,1,2,2,4,1,<=50K
714,31,18,2,6,1,2,4,1,<=50K
715,61,40,2,3,3,9,4,0,>50K
716,26,55,2,7,0,0,4,0,<=50K
717,46,50,0,6,2,11,4,1,<=50K
718,26,40,2,1,1,9,4,0,<=50K
719,48,50,1,2,0,9,4,1,>50K
720,34,40,2,6,1,13,4,1,<=50K
721,34,40,1,6,1,0,4,0,<=50K
722,59,40,2,6,2,7,4,1,>50K
723,34,40,2,1,1,9,4,0,<=50K
724,49,56,2,1,1,3,4,0,>50K
725,18,20,2,4,1,0,4,0,<=50K
726,48,50,2,4,2,3,4,1,<=50K
727,28,70,0,1,2,3,4,1,<=50K
728,33,40,2,6,2,6,4,1,<=50K
729,24,15,2,1,1,11,4,0,<=50K
730,21,40,2,4,1,5,4,1,<=50K
731,17,28,2,4,1,11,4,1,<=50K
732,39,50,2,1,2,4,4,1,>50K
733,29,40,0,1,4,9,4,1,<=50K
734,44,40,2,1,2,3,4,1,>50K
735,24,50,2,1,1,13,4,1,<=50K
736,71,40,0,3,2,11,4,1,>50K
737,55,25,2,5,0,7,2,1,<=50K
738,41,60,2,1,2,3,4,1,>50K
739,23,7,2,6,1,5,2,0,<=50K
740,38,40,2,7,0,0,4,0,<=50K
741,39,40,2,6,2,13,4,1,>50K
742,19,30,2,6,1,0,4,0,<=50K
743,49,40,2,4,0,6,4,0,<=50K
744,27,70,2,6,2,2,4,1,<=50K
745,38,50,2,1,2,11,4,1,>50K
746,33,60,2,1,2,2,4,0,<=50K
747,23,28,2,1,1,3,4,1,<=50K
748,54,40,0,6,2,11,2,1,<=50K
749,29,45,2,7,0,12,4,0,<=50K
750,35,40,0,1,1,3,4,1,<=50K
751,37,50,2,1,2,9,4,1,>50K
752,42,65,0,0,2,4,4,1,>50K
753,40,40,2,3,2,9,4,1,<=50K
754,47,55,2,1,0,11,4,1,<=50K
755,22,50,2,1,1,3,4,0,<=50K
756,30,45,2,1,2,3,4,1,>50K
757,28,40,2,6,2,12,4,1,<=50K
758,63,55,1,5,2,7,4,1,<=50K
759,51,20,0,4,2,2,4,1,<=50K
760,22,40,2,6,1,5,4,0,<=50K
761,35,45,2,6,1,11,4,1,<=50K
762,46,38,2,6,0,6,4,0,<=50K
763,37,52,2,1,0,6,4,1,<=50K
764,24,15,2,1,1,9,2,1,<=50K
765,37,10,0,6,0,5,4,1,<=50K
766,53,40,2,1,2,12,4,1,<=50K
767,27,30,2,6,1,11,4,1,<=50K
768,38,44,2,1,0,2,4,1,<=50K
769,53,60,0,4,2,4,4,1,<=50K
770,34,40,2,1,1,2,4,1,<=50K
771,23,40,2,6,1,11,2,1,<=50K
772,39,45,2,1,2,3,4,1,>50K
773,67,40,0,6,2,3,1,1,>50K
774,81,30,0,6,2,3,4,1,<=50K
775,21,20,2,1,1,7,4,1,<=50K
776,23,25,2,1,1,11,4,1,<=50K
777,25,40,2,1,1,13,4,1,<=50K
778,38,40,2,1,2,0,2,0,<=50K
779,32,40,2,6,2,6,4,1,<=50K
780,37,40,2,6,2,6,4,1,<=50K
781,51,60,2,3,2,3,4,1,>50K
782,22,42,2,1,1,11,4,0,<=50K
783,42,55,2,6,0,6,4,1,<=50K
784,51,40,1,5,2,7,4,1,<=50K
785,37,44,2,4,2,6,4,1,>50K
786,37,99,2,6,2,2,4,1,>50K
787,47,25,2,3,1,9,4,0,<=50K
788,41,40,2,0,2,9,4,1,>50K
789,33,30,2,6,2,2,4,1,<=50K
790,31,40,2,1,1,11,4,1,>50K
791,31,40,2,7,0,7,0,0,<=50K
792,35,40,2,6,2,6,2,1,<=50K
793,38,40,0,6,2,3,4,1,>50K
794,18,45,2,6,1,7,4,0,<=50K
795,20,40,2,6,2,6,4,1,<=50K
796,54,35,1,1,0,3,2,0,<=50K
797,40,40,2,1,0,0,4,0,<=50K
798,36,45,0,1,2,3,4,0,>50K
799,43,35,2,1,0,2,4,1,<=50K
800,44,40,0,1,0,4,4,1,<=50K
801,44,40,1,6,2,9,4,0,>50K
802,43,43,2,3,2,3,4,1,>50K
803,51,40,2,5,3,7,2,0,<=50K
804,18,20,2,6,1,7,4,0,<=50K
805,51,40,2,1,2,3,4,1,<=50K
806,44,70,0,1,2,11,4,1,>50K
807,33,40,1,4,0,13,4,1,<=50K
808,33,40,0,1,2,3,4,1,>50K
809,42,40,2,7,2,3,4,1,>50K
810,25,45,2,1,2,9,4,1,<=50K
811,32,38,2,6,0,6,4,0,<=50K
812,36,40,2,4,0,3,4,0,<=50K
813,28,40,2,6,2,13,4,1,<=50K
814,20,20,2,6,1,7,4,0,<=50K
815,35,60,0,1,2,11,4,1,>50K
816,55,20,0,6,2,2,4,1,<=50K
817,34,35,2,6,2,2,4,1,>50K
818,28,35,2,1,1,12,4,0,<=50K
819,67,40,2,1,3,3,4,1,>50K
820,37,40,2,6,2,2,4,1,<=50K
821,44,70,2,6,1,13,4,1,<=50K
822,25,40,2,1,1,11,4,0,<=50K
823,21,40,2,1,1,3,4,0,<=50K
824,40,35,1,3,2,9,4,1,>50K
825,78,40,2,6,3,7,2,0,<=50K
826,34,40,2,6,0,5,4,1,<=50K
827,49,44,2,6,1,0,4,0,<=50K
828,22,40,2,7,1,0,4,0,<=50K
829,60,42,0,6,1,4,4,1,<=50K
830,45,40,1,6,3,10,4,1,>50K
831,63,20,2,7,0,7,4,0,<=50K
832,41,35,2,6,1,2,2,0,<=50K
833,47,40,2,6,0,0,4,0,<=50K
834,44,40,2,6,0,2,4,1,<=50K
835,51,40,2,1,3,9,4,0,<=50K
836,46,40,2,1,1,11,4,1,<=50K
837,41,40,2,7,2,6,4,1,<=50K
838,50,30,0,6,2,2,4,1,<=50K
839,47,50,2,6,2,0,4,1,>50K
840,35,45,2,6,1,3,4,1,<=50K
841,56,55,2,6,2,3,4,1,>50K
842,45,45,2,3,0,9,4,1,<=50K
843,48,58,1,1,0,3,4,1,>50K
844,40,40,2,1,2,6,4,1,<=50K
845,39,50,0,1,2,3,4,1,>50K
846,20,40,2,1,1,7,4,1,<=50K
847,50,65,2,2,2,9,4,1,>50K
848,38,40,1,6,2,9,4,0,>50K
849,23,60,1,1,1,9,4,0,<=50K
850,31,16,2,6,1,7,4,1,<=50K
851,58,40,2,1,2,0,4,1,<=50K
852,66,40,2,6,4,6,2,1,<=50K
853,39,40,0,6,2,3,4,1,>50K
854,54,52,0,6,2,2,4,1,>50K
855,51,40,2,6,0,6,4,0,<=50K
856,34,40,2,7,1,13,4,1,<=50K
857,50,40,2,6,2,6,4,1,>50K
858,42,44,2,1,2,9,4,1,>50K
859,38,25,2,3,2,9,4,1,<=50K
860,48,40,2,5,2,5,4,1,<=50K
861,33,40,2,7,2,12,4,0,>50K
862,51,32,2,6,3,7,4,0,<=50K
863,22,40,2,6,0,2,4,1,<=50K
864,48,35,1,3,2,9,4,1,>50K
865,42,30,2,6,4,11,4,0,<=50K
866,34,40,2,1,2,7,4,1,<=50K
867,23,40,2,6,1,6,2,0,<=50K
868,45,55,2,6,2,3,4,1,>50K
869,48,40,2,4,2,0,4,0,<=50K
870,31,40,2,7,1,0,4,0,<=50K
871,20,20,1,7,1,7,4,1,<=50K
872,27,40,2,1,1,11,4,1,<=50K
873,32,40,2,6,1,7,2,0,<=50K
874,37,75,2,6,1,7,4,1,<=50K
875,34,30,2,6,0,8,2,0,<=50K
876,90,40,2,6,1,7,4,0,<=50K
877,23,40,2,1,1,6,2,0,<=50K
878,43,40,2,1,0,0,4,0,<=50K
879,44,60,2,1,2,3,4,1,>50K
880,24,37,2,1,1,12,4,0,<=50K
881,28,55,2,0,0,9,4,1,<=50K
882,23,40,2,1,2,7,4,1,<=50K
883,20,50,2,1,1,11,4,0,<=50K
884,36,50,2,1,2,9,4,1,>50K
885,61,40,2,6,2,6,4,1,<=50K
886,30,40,2,1,2,0,4,1,>50K
887,52,55,0,1,2,11,4,1,>50K
888,32,40,2,1,2,11,4,1,<=50K
889,30,75,0,4,2,13,4,1,<=50K
890,41,40,2,7,0,2,4,0,<=50K
891,49,40,1,3,2,9,4,1,>50K
892,45,47,2,6,2,2,4,1,>50K
893,43,35,0,6,2,3,4,1,<=50K
894,61,40,2,6,2,6,4,1,<=50K
895,34,40,2,7,4,7,4,0,<=50K
896,49,80,2,1,2,11,4,1,>50K
897,38,40,2,1,1,7,4,1,<=50K
898,35,80,2,0,2,9,4,1,>50K
899,36,40,2,4,2,13,4,1,<=50K
900,30,50,2,1,2,3,4,1,<=50K
901,36,60,2,7,0,12,4,0,<=50K
902,22,20,1,1,1,9,4,0,<=50K
903,38,40,2,6,2,2,4,1,>50K
904,37,50,2,6,2,2,4,1,>50K
905,48,46,1,2,2,9,4,0,>50K
906,17,15,2,4,1,0,4,1,<=50K
907,19,20,0,1,1,2,4,1,<=50K
908,27,40,2,1,1,11,2,0,<=50K
909,49,40,2,6,2,2,4,1,<=50K
910,43,40,1,7,2,9,4,0,>50K
911,43,40,2,1,4,9,4,0,<=50K
912,19,35,1,6,0,3,4,0,<=50K
913,58,60,0,6,2,4,4,1,<=50K
914,41,40,1,1,2,10,4,1,>50K
915,31,40,2,1,2,0,4,1,<=50K
916,30,40,2,7,2,13,4,1,<=50K
917,32,40,2,6,2,10,4,1,<=50K
918,29,35,2,1,1,3,4,1,<=50K
919,42,52,2,1,2,3,4,1,>50K
920,38,28,2,6,0,2,4,1,<=50K
921,41,40,1,7,2,9,4,1,>50K
922,44,50,0,1,1,11,4,1,>50K
923,34,40,2,6,0,2,4,1,<=50K
924,21,40,2,1,1,0,4,1,<=50K
925,62,40,2,4,2,6,4,1,<=50K
926,29,25,0,6,2,11,4,0,>50K
927,43,40,2,1,0,9,4,0,<=50K
928,45,60,0,1,2,6,4,1,>50K
929,41,50,2,1,2,3,2,1,<=50K
930,34,25,0,7,2,9,4,0,>50K
931,34,33,1,6,0,0,4,0,<=50K
932,31,47,2,1,1,9,4,1,<=50K
933,29,25,2,6,1,5,4,1,<=50K
934,41,40,2,1,2,2,4,1,>50K
935,41,55,2,7,2,13,4,1,<=50K
936,33,45,2,1,2,11,4,0,>50K
937,37,38,1,1,1,0,4,1,<=50K
938,69,40,2,6,2,11,4,0,<=50K
939,34,40,2,6,0,5,4,0,<=50K
940,36,40,2,1,2,2,4,1,<=50K
941,41,50,2,6,2,13,4,1,<=50K
942,58,40,1,1,2,9,4,0,>50K
943,29,40,2,1,2,12,4,1,<=50K
944,45,40,1,6,0,12,4,0,<=50K
945,34,38,1,1,2,3,4,1,<=50K
946,36,40,2,1,2,12,4,1,<=50K
947,48,35,2,1,0,7,2,0,<=50K
948,20,40,2,7,1,0,4,0,<=50K
949,35,50,2,6,2,13,4,1,>50K
950,63,40,1,6,3,5,2,1,<=50K
951,41,45,0,1,0,7,4,1,<=50K
952,28,45,2,1,2,9,4,1,<=50K
953,30,40,2,1,1,6,2,0,<=50K
954,37,38,2,7,1,0,4,0,<=50K
955,46,45,0,3,2,3,4,1,>50K
956,35,60,1,6,2,0,2,1,>50K
957,27,53,2,6,2,2,4,1,<=50K
958,19,20,2,1,1,7,4,0,<=50K
959,20,45,2,1,1,11,4,1,<=50K
960,40,37,2,1,1,7,4,1,<=50K
961,56,60,0,1,2,11,4,1,<=50K
962,33,44,2,3,2,9,4,1,>50K
963,30,60,0,1,1,3,4,0,<=50K
964,46,50,2,6,2,6,4,1,<=50K
965,61,35,0,6,2,3,4,1,>50K
966,50,40,0,6,2,3,4,1,>50K
967,25,30,2,6,1,7,4,1,<=50K
968,40,39,2,1,0,0,4,0,<=50K
969,51,54,2,6,2,2,4,1,<=50K
970,43,40,1,6,2,10,4,1,<=50K
971,46,45,2,6,2,3,4,1,>50K
972,28,50,1,3,2,9,4,0,>50K
973,20,28,2,6,1,5,4,1,<=50K
974,44,40,2,7,2,2,4,1,<=50K
975,51,40,2,6,3,13,4,1,<=50K
976,33,60,2,1,2,11,4,1,>50K
977,54,40,2,7,2,12,4,1,>50K
978,50,40,2,1,2,9,4,0,>50K
979,33,40,2,6,0,0,2,0,<=50K
980,65,20,2,1,2,0,4,1,>50K
981,88,40,0,0,2,9,4,1,<=50K
982,40,40,2,6,0,13,4,1,<=50K
983,51,43,2,6,0,0,4,0,<=50K
984,50,40,2,4,0,7,2,0,<=50K
985,25,99,2,3,2,4,4,1,>50K
986,20,30,2,7,1,7,4,1,<=50K
987,47,40,2,6,2,7,4,1,<=50K
988,22,30,2,7,1,0,4,0,<=50K
989,50,48,1,6,2,9,4,1,>50K
990,47,40,2,6,1,0,4,0,<=50K
991,24,45,1,4,1,7,1,1,<=50K
992,40,45,2,1,0,3,4,0,>50K
993,36,40,2,1,2,9,4,1,<=50K
994,32,40,2,6,2,0,4,1,<=50K
995,44,40,2,6,2,2,4,1,<=50K
996,59,40,1,1,1,3,2,0,<=50K
997,65,30,2,6,2,2,4,1,<=50K
998,24,65,1,1,1,0,4,0,<=50K
999,27,35,1,1,1,9,4,1,<=50K
1000,51,40,2,7,0,7,4,1,<=50K
1001,48,40,2,1,2,2,4,1,>50K
1002,39,60,2,6,2,13,4,1,<=50K
1003,28,40,2,1,2,12,4,1,<=50K
1004,19,25,2,1,1,7,4,0,<=50K
1005,49,40,1,1,0,9,2,0,<=50K
1006,51,60,1,7,2,9,4,1,<=50K
1007,59,55,2,3,2,9,4,1,<=50K
1008,45,80,1,6,2,0,2,1,>50K
1009,30,50,1,1,2,9,4,1,>50K
1010,37,35,2,1,0,2,4,1,<=50K
1011,44,40,2,1,1,7,4,1,>50K
1012,33,40,2,1,2,2,2,1,<=50K
1013,61,40,0,3,2,11,4,1,>50K
1014,61,40,1,6,2,10,4,1,<=50K
1015,38,42,2,1,2,11,4,1,>50K
1016,36,45,2,6,2,6,4,1,<=50K
1017,44,60,0,1,2,11,4,1,>50K
1018,37,62,2,1,4,0,4,1,<=50K
1019,31,20,2,1,0,2,4,0,<=50K
1020,54,45,2,2,2,9,4,1,>50K
1021,20,16,2,1,1,7,4,1,<=50K
1022,48,40,0,1,2,2,0,1,>50K
1023,31,45,2,1,0,3,4,1,<=50K
1024,38,40,2,0,2,9,4,1,>50K
1025,45,40,0,6,2,2,4,1,>50K
1026,48,40,2,6,2,2,4,1,<=50K
1027,53,40,2,1,2,2,4,1,<=50K
1028,55,40,2,6,3,0,4,0,<=50K
1029,29,40,2,6,1,0,4,0,<=50K
1030,36,60,2,1,2,9,4,1,>50K
1031,42,60,0,1,2,4,4,1,<=50K
1032,75,35,0,0,2,9,4,1,<=50K
1033,46,40,2,1,2,9,4,1,>50K
1034,52,40,1,6,0,0,4,0,<=50K
1035,27,40,2,1,1,0,4,0,<=50K
1036,43,45,2,6,2,2,4,1,<=50K
1037,31,42,2,4,4,7,2,0,<=50K
1038,23,30,2,1,1,11,4,0,<=50K
1039,34,24,2,6,1,11,4,0,<=50K
1040,31,30,2,6,1,7,4,0,<=50K
1041,42,40,2,1,1,0,4,0,<=50K
1042,35,45,2,3,1,9,4,1,>50K
1043,55,25,2,6,4,0,4,0,<=50K
1044,36,40,1,6,3,3,4,0,<=50K
1045,65,59,0,6,2,3,4,1,>50K
1046,38,12,1,1,1,7,4,1,<=50K
1047,62,20,2,1,3,7,4,0,<=50K
1048,54,60,0,0,2,9,4,1,>50K
1049,49,40,2,6,0,0,4,1,<=50K
1050,34,40,2,6,2,0,4,0,<=50K
1051,32,40,2,6,1,5,4,0,<=50K
1052,51,50,0,3,2,3,4,1,>50K
1053,48,60,0,1,2,3,4,1,<=50K
1054,52,43,1,6,0,0,4,0,<=50K
1055,28,40,0,1,1,13,4,1,<=50K
1056,29,40,2,6,2,2,1,1,<=50K
1057,38,50,2,1,1,0,4,0,<=50K
1058,57,50,2,6,2,11,4,1,>50K
1059,43,40,1,1,2,9,4,1,>50K
1060,37,40,1,1,4,0,4,1,<=50K
1061,30,40,2,6,2,2,4,1,<=50K
1062,53,48,2,6,2,13,4,1,>50K
1063,73,37,2,6,3,7,4,0,<=50K
1064,22,35,0,1,1,2,4,1,<=50K
1065,31,45,2,6,1,11,4,0,<=50K
1066,38,40,2,1,2,9,4,1,>50K
1067,50,35,0,1,2,2,4,1,<=50K
1068,37,37,2,1,2,0,4,1,<=50K
1069,44,40,1,1,0,10,4,1,<=50K
1070,47,45,2,1,1,3,2,0,<=50K
1071,27,40,2,1,2,7,4,1,<=50K
1072,28,80,2,7,1,7,4,0,<=50K
1073,25,40,2,6,1,12,2,0,<=50K
1074,20,40,2,1,1,7,4,0,<=50K
1075,51,40,1,1,2,0,4,1,>50K
1076,46,40,2,1,2,11,4,1,>50K
1077,67,7,2,1,2,10,4,1,>50K
1078,47,35,2,6,2,13,4,1,<=50K
1079,42,40,2,6,2,11,4,1,<=50K
1080,52,50,2,6,1,11,4,1,<=50K
1081,21,10,2,1,1,4,2,1,<=50K
1082,50,40,2,6,2,0,4,0,>50K
1083,46,40,2,1,2,13,4,1,<=50K
1084,47,50,0,1,2,11,4,1,>50K
1085,57,40,2,4,2,7,4,1,<=50K
1086,37,45,2,1,1,3,4,1,<=50K
1087,50,40,2,6,2,2,4,1,<=50K
1088,39,65,2,6,2,13,4,1,<=50K
1089,46,35,2,3,2,9,2,1,<=50K
1090,36,40,2,6,2,5,4,1,<=50K
1091,26,50,2,5,2,2,4,1,<=50K
1092,21,57,2,1,1,7,4,1,<=50K
1093,41,40,2,7,2,12,4,1,<=50K
1094,44,40,1,1,1,7,2,1,<=50K
1095,22,40,2,6,2,2,4,1,<=50K
1096,29,60,1,1,1,1,2,1,<=50K
1097,58,40,0,1,2,13,4,0,>50K
1098,36,50,0,0,2,9,4,1,<=50K
1099,30,48,2,7,2,3,4,1,<=50K
1100,37,43,2,1,2,6,4,1,>50K
1101,29,40,2,7,1,6,4,1,<=50K
1102,43,45,2,6,2,11,4,1,<=50K
1103,49,40,2,6,2,2,4,0,>50K
1104,45,40,1,1,2,3,4,1,<=50K
1105,28,40,2,1,1,9,4,0,<=50K
1106,51,40,2,6,0,0,4,0,<=50K
1107,24,40,2,6,1,6,4,0,<=50K
1108,35,40,2,2,2,9,4,1,>50K
1109,41,40,1,1,2,9,4,1,>50K
1110,48,45,2,1,2,2,4,1,>50K
1111,61,35,1,6,3,0,4,0,<=50K
1112,20,30,2,1,1,0,4,1,<=50K
1113,27,50,2,6,1,11,4,1,>50K
1114,55,24,2,1,2,13,4,1,>50K
1115,39,40,2,6,2,0,4,1,>50K
1116,24,20,2,6,1,11,2,0,<=50K
1117,29,40,2,4,1,7,2,0,<=50K
1118,25,40,2,6,1,6,4,1,<=50K
1119,20,40,2,1,1,6,4,0,<=50K
1120,23,35,2,6,1,6,2,1,<=50K
1121,57,60,2,0,2,9,4,1,<=50K
1122,51,40,2,7,2,9,4,1,>50K
1123,33,16,2,1,1,9,4,0,<=50K
1124,39,40,2,1,1,9,4,1,<=50K
1125,40,40,2,6,2,3,4,1,>50K
1126,71,16,2,1,0,12,4,0,<=50K
1127,38,40,1,1,2,3,4,1,<=50K
1128,28,40,1,0,1,9,4,1,<=50K
1129,57,40,2,3,4,9,4,0,<=50K
1130,47,40,2,1,0,0,4,1,<=50K
1131,59,40,1,6,1,0,4,1,<=50K
1132,26,40,2,6,1,11,3,1,<=50K
1133,35,40,2,1,1,0,4,0,<=50K
1134,34,50,2,1,1,9,4,1,>50K
1135,32,50,0,1,2,2,4,1,>50K
1136,42,40,2,6,4,11,4,0,<=50K
1137,39,40,2,1,2,2,4,1,<=50K
1138,58,40,2,5,0,6,2,1,<=50K
1139,61,60,0,6,2,4,4,1,>50K
1140,40,55,2,4,1,2,2,1,<=50K
1141,31,37,2,1,1,12,4,1,<=50K
1142,36,50,2,6,1,11,4,1,<=50K
1143,23,40,2,1,1,6,4,1,<=50K
1144,33,41,2,6,1,2,4,1,<=50K
1145,52,40,2,6,2,2,4,1,>50K
1146,22,24,2,6,1,7,4,0,<=50K
1147,31,40,1,7,1,3,4,0,<=50K
1148,49,40,0,6,0,3,4,0,<=50K
1149,49,40,2,6,2,6,2,0,<=50K
1150,53,40,1,1,3,0,2,0,<=50K
1151,20,40,2,4,1,5,4,1,<=50K
1152,26,40,2,7,1,7,2,1,<=50K
1153,46,52,0,1,2,11,4,1,<=50K
1154,43,35,1,7,1,0,4,0,<=50K
1155,41,40,2,6,0,11,2,0,<=50K
1156,44,55,0,6,2,13,4,1,<=50K
1157,54,40,2,6,2,4,4,1,<=50K
1158,65,40,2,3,2,11,4,1,>50K
1159,25,40,2,1,4,0,4,1,<=50K
1160,23,50,2,1,1,11,4,1,<=50K
1161,25,45,1,1,1,9,4,1,<=50K
1162,19,50,2,1,1,5,4,1,<=50K
1163,37,60,0,6,2,3,4,1,<=50K
1164,45,45,2,1,1,6,4,1,<=50K
1165,37,44,2,6,1,11,2,1,<=50K
1166,17,5,2,4,1,7,4,1,<=50K
1167,27,40,2,1,1,12,4,0,<=50K
1168,59,30,2,6,0,11,4,0,<=50K
1169,19,40,1,6,1,0,2,0,<=50K
1170,43,40,2,4,1,6,2,1,<=50K
1171,42,40,2,4,1,13,4,1,>50K
1172,54,40,2,6,2,13,2,1,<=50K
1173,54,50,0,3,2,11,4,1,<=50K
1174,51,45,2,4,2,5,4,1,<=50K
1175,50,60,2,6,2,13,4,1,>50K
1176,40,40,2,6,1,0,4,0,<=50K
1177,55,25,2,7,2,12,4,1,<=50K
1178,50,40,2,6,0,0,4,0,<=50K
1179,31,50,2,6,2,2,4,1,<=50K
1180,24,45,2,6,2,7,4,1,>50K
1181,30,40,2,4,0,11,4,1,<=50K
1182,39,50,1,7,2,2,4,0,>50K
1183,37,50,2,6,0,13,4,1,<=50K
1184,33,40,2,6,2,13,4,1,<=50K
1185,48,40,2,6,3,7,4,0,<=50K
1186,39,40,2,1,2,9,4,1,>50K
1187,53,45,2,1,2,3,4,1,>50K
1188,52,60,0,4,2,3,4,1,<=50K
1189,28,20,1,1,2,0,1,1,<=50K
1190,32,52,2,6,1,7,4,1,<=50K
1191,31,90,2,1,2,11,2,1,>50K
1192,31,40,2,1,2,9,4,0,>50K
1193,47,40,2,1,1,0,4,0,<=50K
1194,40,40,2,7,2,5,2,1,<=50K
1195,40,45,2,7,1,0,4,0,<=50K
1196,41,40,2,4,0,7,4,1,<=50K
1197,53,40,1,6,2,0,2,1,<=50K
1198,45,35,0,1,2,4,4,1,>50K
1199,39,34,2,4,2,7,2,0,<=50K
1200,19,40,2,6,1,6,4,1,<=50K
1201,57,40,2,6,2,13,4,1,>50K
1202,59,40,2,6,0,3,4,0,<=50K
1203,32,50,2,7,0,11,4,1,>50K
1204,35,40,1,1,1,10,2,1,<=50K
1205,58,40,0,4,2,13,4,0,<=50K
1206,36,40,1,7,2,0,4,0,>50K
1207,41,35,0,3,0,9,4,0,<=50K
1208,47,40,2,6,2,11,4,1,>50K
1209,50,60,0,6,2,2,4,1,<=50K
1210,36,50,2,6,2,3,4,1,>50K
1211,38,40,2,7,0,2,4,1,<=50K
